city,Chambres,Surface_totale_m²,Salles_de_bain,Prix,ipai_t4_2024
Khounifra,1,85.56,2.0,528302,10.35
Khounifra,6,319.792,3.0,1866247,10.35
Khounifra,5,309.948,4.0,1485764,10.35
Khounifra,5,255.576,4.0,1184997,10.35
Khounifra,6,278.76,3.0,1813488,10.35
Khounifra,2,93.932,2.0,504065,10.35
Khounifra,5,225.216,4.0,1244415,10.35
Khounifra,4,130.548,1.0,737092,10.35
Khounifra,3,191.728,3.0,1069568,10.35
Khounifra,5,295.964,4.0,1799555,10.35
Khounifra,1,80.96,2.0,594317,10.35
Khounifra,3,123.832,1.0,684850,10.35
Khounifra,2,114.908,1.0,695437,10.35
Khounifra,4,164.22,3.0,907699,10.35
Khounifra,5,250.05599999999998,3.0,1423645,10.35
Khounifra,3,151.984,2.0,815494,10.35
Khounifra,3,185.38,2.0,1180379,10.35
Khounifra,5,316.572,4.0,1722832,10.35
Khounifra,6,247.204,4.0,1421528,10.35
Khounifra,4,140.852,3.0,934783,10.35
Khounifra,5,306.452,3.0,1495817,10.35
Khounifra,1,87.768,1.0,497391,10.35
Khounifra,3,135.148,2.0,720686,10.35
Khounifra,6,319.332,4.0,1738575,10.35
Khounifra,4,145.084,2.0,935224,10.35
Khounifra,1,114.816,2.0,927388,10.35
Khounifra,6,293.112,3.0,1451002,10.35
Khounifra,6,304.888,3.0,1871605,10.35
Khounifra,3,170.384,2.0,1009998,10.35
Khounifra,6,224.204,3.0,1392290,10.35
Khounifra,5,296.14799999999997,3.0,1492163,10.35
Khounifra,3,147.752,2.0,838741,10.35
Khounifra,5,238.55599999999998,4.0,1240373,10.35
Khounifra,3,192.464,3.0,1023034,10.35
Khounifra,3,128.432,1.0,787778,10.35
Khounifra,4,147.66,3.0,791146,10.35
Khounifra,1,86.112,2.0,563379,10.35
Khounifra,6,269.652,4.0,1331773,10.35
Khounifra,6,226.504,4.0,1197556,10.35
Khounifra,3,156.584,3.0,869226,10.35
Khounifra,4,199.088,3.0,951757,10.35
Khounifra,4,159.436,3.0,831089,10.35
Khounifra,3,169.74,3.0,1034580,10.35
Khounifra,6,256.404,3.0,1428026,10.35
Khounifra,5,272.412,4.0,1170955,10.35
Khounifra,3,219.236,2.0,984841,10.35
Khounifra,6,291.64,4.0,1488558,10.35
Khounifra,2,84.456,2.0,684870,10.35
Khounifra,6,311.052,4.0,1855316,10.35
Khounifra,5,261.556,4.0,1348870,10.35
Khounifra,1,101.93599999999999,1.0,831375,10.35
Bjaad,4,169.648,3.0,1024810,10.35
Bjaad,3,202.584,3.0,1115956,10.35
Bjaad,5,266.064,4.0,1252951,10.35
Bjaad,4,213.53199999999998,2.0,973527,10.35
Bjaad,3,138.0,2.0,731355,10.35
Bjaad,4,125.764,2.0,685216,10.35
Bjaad,6,263.58,4.0,1129315,10.35
Bjaad,5,250.332,4.0,1403379,10.35
Bjaad,4,207.828,3.0,975981,10.35
Bjaad,2,74.79599999999999,2.0,678091,10.35
Settat,2,70.012,1.0,565894,10.35
Settat,5,260.176,3.0,1219384,10.35
Settat,5,320.62,3.0,1896460,10.35
Settat,2,102.488,2.0,938748,10.35
Settat,5,310.316,3.0,1435520,10.35
Settat,4,216.56799999999998,2.0,1004248,10.35
Settat,5,291.272,4.0,1822087,10.35
Settat,5,223.83599999999998,3.0,1184519,10.35
Settat,1,72.67999999999999,1.0,654452,10.35
Settat,3,159.16,2.0,826077,10.35
Settat,4,147.752,2.0,772198,10.35
Settat,5,256.956,4.0,1389946,10.35
Settat,5,234.048,4.0,1181159,10.35
Settat,4,165.32399999999998,2.0,810513,10.35
Settat,1,97.612,2.0,444317,10.35
Settat,3,194.304,3.0,1064918,10.35
Settat,4,164.31199999999998,2.0,691809,10.35
Settat,1,93.196,2.0,457520,10.35
Settat,6,296.24,4.0,1772371,10.35
Settat,6,233.404,3.0,1382279,10.35
Settat,5,229.724,4.0,1237349,10.35
Settat,3,161.09199999999998,2.0,772205,10.35
Settat,5,298.17199999999997,4.0,1454012,10.35
Settat,3,180.044,2.0,1034813,10.35
Settat,6,280.324,4.0,1681795,10.35
Settat,5,261.74,3.0,1225874,10.35
Settat,3,215.924,3.0,1186636,10.35
Settat,5,264.04,4.0,1276760,10.35
Settat,6,273.884,3.0,1432000,10.35
Settat,4,211.14,3.0,920942,10.35
Settat,6,303.23199999999997,3.0,1402601,10.35
Settat,1,70.472,2.0,460951,10.35
Settat,3,140.392,3.0,810947,10.35
Settat,1,81.972,1.0,523239,10.35
Settat,5,231.10399999999998,3.0,1206552,10.35
Settat,3,125.58,2.0,814698,10.35
Settat,5,250.608,3.0,1173269,10.35
Settat,6,260.176,3.0,1189085,10.35
Settat,4,163.024,2.0,742682,10.35
Settat,2,78.2,2.0,695469,10.35
Settat,6,225.308,3.0,1184626,10.35
Settat,3,128.708,2.0,852229,10.35
Settat,3,138.46,2.0,766811,10.35
Settat,6,301.3,3.0,1579887,10.35
Settat,4,161.0,2.0,867773,10.35
Settat,6,281.52,4.0,1744916,10.35
Settat,5,303.692,4.0,1624943,10.35
Settat,5,266.248,4.0,1431800,10.35
Settat,1,89.976,1.0,429152,10.35
Settat,1,71.852,2.0,669190,10.35
Settat,5,287.68399999999997,3.0,1428743,10.35
Settat,4,186.76,2.0,942138,10.35
Settat,1,101.66,2.0,856307,10.35
Settat,3,203.412,3.0,1015180,10.35
Settat,3,145.268,3.0,716295,10.35
Settat,6,261.096,4.0,1316403,10.35
Settat,6,241.96,4.0,1336968,10.35
Settat,2,111.688,1.0,919658,10.35
Settat,3,194.212,3.0,1124133,10.35
Settat,5,223.192,3.0,1131121,10.35
Settat,1,119.048,2.0,870363,10.35
Settat,3,162.932,3.0,725813,10.35
Settat,3,137.448,1.0,724608,10.35
Settat,3,198.444,3.0,1139714,10.35
Settat,6,310.316,3.0,1606164,10.35
Settat,5,288.42,3.0,1597337,10.35
Settat,4,168.35999999999999,3.0,1086245,10.35
Settat,6,296.14799999999997,3.0,1409538,10.35
Settat,4,177.376,3.0,1185414,10.35
Settat,2,110.768,1.0,890335,10.35
Settat,1,85.1,2.0,680411,10.35
Settat,4,169.37199999999999,3.0,1035255,10.35
Settat,3,164.036,2.0,812592,10.35
Settat,5,243.156,3.0,1136338,10.35
Settat,6,231.472,4.0,1302650,10.35
Settat,5,221.904,3.0,1322600,10.35
Settat,3,138.92,2.0,891823,10.35
Settat,3,184.368,3.0,1005209,10.35
Settat,4,155.48,2.0,816705,10.35
Settat,1,81.05199999999999,2.0,457052,10.35
Settat,4,122.544,2.0,698774,10.35
Settat,6,296.516,3.0,1889657,10.35
Settat,4,148.57999999999998,3.0,697717,10.35
Settat,3,199.64,2.0,1177849,10.35
Settat,4,199.364,3.0,996448,10.35
Settat,5,319.516,3.0,1541628,10.35
Settat,5,261.832,4.0,1174453,10.35
Settat,2,95.496,1.0,510108,10.35
Settat,4,170.752,3.0,976589,10.35
Settat,3,213.716,3.0,1185562,10.35
Settat,6,246.468,3.0,1268698,10.35
Settat,5,226.688,3.0,1386819,10.35
Settat,4,215.004,2.0,1182518,10.35
Settat,5,293.48,3.0,1877867,10.35
Settat,3,216.66,2.0,992846,10.35
Settat,5,262.844,3.0,1181211,10.35
Settat,2,102.672,1.0,738354,10.35
Settat,1,81.972,2.0,659083,10.35
Settat,5,245.088,4.0,1258313,10.35
Berrched,1,70.38,2.0,590133,10.35
Berrched,6,243.34,4.0,1125653,10.35
Berrched,5,299.092,3.0,1404947,10.35
Berrched,3,128.064,2.0,841928,10.35
Berrched,6,230.09199999999998,4.0,1289775,10.35
Berrched,5,254.748,4.0,1289252,10.35
Berrched,1,87.30799999999999,2.0,436698,10.35
Berrched,3,194.396,2.0,1011981,10.35
Berrched,6,314.916,4.0,1825614,10.35
Berrched,3,150.88,3.0,924537,10.35
Berrched,4,216.936,2.0,928296,10.35
Berrched,4,149.96,3.0,823876,10.35
Berrched,6,231.84,3.0,1302671,10.35
Berrched,2,104.696,2.0,942580,10.35
Berrched,4,185.38,2.0,1071280,10.35
Berrched,4,207.828,3.0,1090154,10.35
Berrched,2,83.996,2.0,688835,10.35
Berrched,5,225.03199999999998,3.0,1154588,10.35
Berrched,3,130.82399999999998,1.0,873118,10.35
Berrched,3,166.52,3.0,1093855,10.35
Berrched,4,216.108,2.0,1155373,10.35
Berrched,4,151.156,3.0,909047,10.35
Berrched,3,150.328,2.0,822167,10.35
Berrched,6,244.81199999999998,4.0,1421321,10.35
Berrched,5,312.156,4.0,1635066,10.35
Berrched,2,101.2,2.0,536324,10.35
Berrched,1,86.664,2.0,609707,10.35
Berrched,4,154.284,3.0,774606,10.35
Berrched,3,191.084,3.0,946275,10.35
Berrched,5,226.32,4.0,1211370,10.35
Berrched,6,275.54,3.0,1134270,10.35
Berrched,1,101.2,1.0,469235,10.35
Berrched,3,125.764,2.0,913156,10.35
Berrched,6,228.344,4.0,1426632,10.35
Berrched,5,290.536,3.0,1851745,10.35
Berrched,1,94.576,1.0,468520,10.35
Berrched,4,183.172,2.0,1176628,10.35
Berrched,6,320.712,3.0,1575895,10.35
Berrched,5,286.212,3.0,1506182,10.35
Azilal,1,115.184,1.0,780914,10.35
Azilal,5,273.976,4.0,1219677,10.35
Azilal,2,89.792,2.0,524594,10.35
Azilal,3,175.076,2.0,947539,10.35
Azilal,3,143.98,2.0,770761,10.35
Azilal,1,73.324,2.0,629186,10.35
Azilal,1,113.068,2.0,929056,10.35
Azilal,2,91.448,1.0,431020,10.35
Azilal,6,264.96,3.0,1319918,10.35
Azilal,4,183.448,3.0,1139434,10.35
Azilal,5,284.004,3.0,1625936,10.35
Azilal,6,277.656,3.0,1423189,10.35
Azilal,5,293.296,4.0,1871327,10.35
Azilal,6,235.704,3.0,1161681,10.35
Azilal,5,316.02,3.0,1700186,10.35
Azilal,5,235.98,3.0,1167783,10.35
Marrakech,2,79.212,1.0,643888,10.9
Marrakech,3,190.624,3.0,1161892,10.9
Marrakech,3,211.692,3.0,1111620,10.9
Marrakech,2,73.14,2.0,621036,10.9
Marrakech,1,71.944,2.0,500361,10.9
Marrakech,3,135.332,2.0,796884,10.9
Marrakech,5,283.728,4.0,1652374,10.9
Marrakech,3,183.908,2.0,980430,10.9
Marrakech,4,132.756,2.0,779251,10.9
Marrakech,1,97.152,2.0,635531,10.9
Marrakech,6,307.372,4.0,1835378,10.9
Marrakech,6,273.608,3.0,1146576,10.9
Marrakech,1,72.496,1.0,466669,10.9
Marrakech,4,157.044,3.0,779720,10.9
Marrakech,3,145.35999999999999,3.0,778938,10.9
Marrakech,4,157.964,2.0,764291,10.9
Marrakech,3,147.936,2.0,750440,10.9
Marrakech,3,134.32,2.0,753969,10.9
Marrakech,4,215.74,3.0,1024752,10.9
Marrakech,1,115.828,1.0,925844,10.9
Marrakech,6,251.804,4.0,1395939,10.9
Marrakech,4,144.992,2.0,699924,10.9
Marrakech,3,186.852,3.0,1161424,10.9
Marrakech,5,270.204,4.0,1320313,10.9
Marrakech,3,196.972,3.0,930307,10.9
Marrakech,6,251.62,3.0,1409568,10.9
Marrakech,6,295.228,3.0,1723710,10.9
Marrakech,1,108.192,2.0,825826,10.9
Marrakech,5,276.736,4.0,1470964,10.9
Marrakech,3,176.18,3.0,1083982,10.9
Marrakech,2,70.012,2.0,510473,10.9
Marrakech,2,80.776,1.0,591816,10.9
Marrakech,2,106.72,1.0,746723,10.9
Marrakech,6,293.296,4.0,1600556,10.9
Marrakech,3,159.804,2.0,763176,10.9
Marrakech,6,234.232,3.0,1348029,10.9
Marrakech,2,74.428,1.0,535410,10.9
Marrakech,4,183.724,2.0,1185253,10.9
Marrakech,4,145.452,3.0,858195,10.9
Marrakech,4,136.344,2.0,831055,10.9
Marrakech,2,70.288,2.0,408520,10.9
Marrakech,1,101.568,1.0,898380,10.9
Marrakech,5,302.588,3.0,1692884,10.9
Marrakech,6,282.532,3.0,1443366,10.9
Marrakech,4,204.05599999999998,2.0,1010692,10.9
Marrakech,3,125.304,1.0,841427,10.9
Marrakech,3,168.084,2.0,1128295,10.9
Marrakech,2,88.964,2.0,508437,10.9
Marrakech,4,190.34799999999998,2.0,945631,10.9
Marrakech,4,213.44,2.0,996474,10.9
Marrakech,3,127.05199999999999,2.0,806930,10.9
Marrakech,5,248.85999999999999,3.0,1189431,10.9
Marrakech,3,160.908,2.0,763060,10.9
Marrakech,4,173.328,2.0,1092821,10.9
Marrakech,3,210.404,2.0,1128427,10.9
Marrakech,3,138.644,3.0,828878,10.9
Marrakech,2,98.80799999999999,1.0,680769,10.9
Marrakech,6,293.48,4.0,1457356,10.9
Marrakech,5,275.17199999999997,4.0,1234139,10.9
Marrakech,6,302.588,4.0,1419292,10.9
Marrakech,4,166.428,2.0,1037620,10.9
Marrakech,3,153.364,2.0,763341,10.9
Marrakech,2,76.268,2.0,437973,10.9
Marrakech,1,118.588,1.0,803050,10.9
Marrakech,5,281.336,3.0,1462033,10.9
Marrakech,6,249.136,3.0,1272780,10.9
Marrakech,5,246.83599999999998,4.0,1387826,10.9
Marrakech,3,208.932,2.0,1071585,10.9
Marrakech,5,240.304,4.0,1263627,10.9
Marrakech,2,98.992,2.0,491408,10.9
Marrakech,5,305.808,3.0,1683754,10.9
Marrakech,3,210.31199999999998,2.0,926254,10.9
Marrakech,5,273.792,4.0,1446273,10.9
Marrakech,4,203.04399999999998,3.0,963798,10.9
Marrakech,6,256.312,4.0,1414779,10.9
Marrakech,6,267.996,3.0,1254618,10.9
Marrakech,4,190.44,2.0,1159777,10.9
Marrakech,5,231.932,3.0,1449446,10.9
Marrakech,3,213.34799999999998,2.0,991947,10.9
Marrakech,3,212.888,3.0,1176753,10.9
Marrakech,2,96.968,2.0,626539,10.9
Marrakech,6,251.16,3.0,1312082,10.9
Marrakech,6,266.984,4.0,1150221,10.9
Marrakech,2,80.132,1.0,413583,10.9
Marrakech,4,217.028,3.0,1082055,10.9
Marrakech,1,114.724,1.0,918225,10.9
Marrakech,3,168.268,2.0,981647,10.9
Marrakech,2,114.908,2.0,779517,10.9
Marrakech,6,294.4,3.0,1848210,10.9
Marrakech,4,131.744,1.0,691146,10.9
Marrakech,5,256.772,3.0,1215951,10.9
Marrakech,1,90.16,2.0,613954,10.9
Marrakech,4,181.148,2.0,961859,10.9
Marrakech,3,189.152,3.0,1171602,10.9
Marrakech,6,226.87199999999999,4.0,1413422,10.9
Marrakech,6,277.84,4.0,1614415,10.9
Marrakech,5,297.15999999999997,4.0,1672253,10.9
Marrakech,3,190.164,3.0,1021416,10.9
Marrakech,6,301.852,4.0,1578860,10.9
Tanger,3,158.884,3.0,865451,17.7
Tanger,3,120.88799999999999,1.0,693849,17.7
Tanger,5,260.728,4.0,1438750,17.7
Tanger,3,169.464,2.0,1020608,17.7
Tanger,5,300.104,3.0,1672979,17.7
Tanger,5,279.312,3.0,1614473,17.7
Tanger,3,186.668,3.0,1111624,17.7
Tanger,6,281.06,3.0,1461532,17.7
Tanger,4,174.432,3.0,942299,17.7
Tanger,4,149.316,3.0,726702,17.7
Tanger,3,201.112,3.0,1050590,17.7
Tanger,4,184.736,2.0,1110612,17.7
Tanger,6,249.78,3.0,1368552,17.7
Tanger,4,173.052,3.0,945283,17.7
Tanger,2,104.236,2.0,879313,17.7
Tanger,3,202.308,3.0,1056435,17.7
Tanger,6,271.952,4.0,1253718,17.7
Tanger,5,290.444,3.0,1759345,17.7
Tanger,4,220.79999999999998,2.0,1111754,17.7
Tanger,4,177.008,3.0,1026921,17.7
Tanger,6,228.988,4.0,1168814,17.7
Tanger,1,102.856,2.0,921459,17.7
Tanger,3,129.812,1.0,731074,17.7
Tanger,6,307.096,3.0,1867295,17.7
Tanger,3,177.376,3.0,1015173,17.7
Tanger,3,128.248,1.0,778141,17.7
Tanger,5,237.084,4.0,1143507,17.7
Tanger,5,268.548,3.0,1153082,17.7
Tanger,1,71.484,1.0,585559,17.7
Tanger,6,234.32399999999998,3.0,1253893,17.7
Tanger,5,287.5,3.0,1480661,17.7
Tanger,5,239.844,3.0,1194909,17.7
Tanger,5,231.472,3.0,1346225,17.7
Tanger,4,165.048,2.0,812771,17.7
Tanger,4,171.304,2.0,1006496,17.7
Tanger,6,258.704,4.0,1114651,17.7
Tanger,4,196.236,3.0,1155665,17.7
Tanger,6,251.62,4.0,1391711,17.7
Tanger,3,171.12,3.0,957833,17.7
Tanger,4,166.888,3.0,1038130,17.7
Tanger,3,167.256,3.0,992679,17.7
Tanger,6,291.73199999999997,3.0,1715862,17.7
Tanger,4,170.384,3.0,959409,17.7
Tanger,3,161.276,3.0,807376,17.7
Tanger,5,252.448,4.0,1243913,17.7
Tanger,2,72.956,2.0,414126,17.7
Tanger,3,168.544,3.0,923370,17.7
Tanger,6,291.64,3.0,1717991,17.7
Tanger,6,284.924,4.0,1790200,17.7
Tanger,3,211.508,2.0,1116531,17.7
Tanger,4,122.36,1.0,893414,17.7
Tanger,6,254.10399999999998,3.0,1279499,17.7
Tanger,6,256.404,4.0,1280096,17.7
Tanger,4,188.876,3.0,1083272,17.7
Tanger,4,193.108,3.0,1025264,17.7
Tanger,4,218.224,3.0,1086358,17.7
Tanger,6,307.464,4.0,1681846,17.7
Tanger,2,117.75999999999999,2.0,755954,17.7
Tanger,1,116.288,2.0,927654,17.7
Tanger,1,81.512,1.0,672003,17.7
Tanger,4,176.272,2.0,1117704,17.7
Tanger,1,78.93599999999999,2.0,494598,17.7
Tanger,4,217.212,3.0,973845,17.7
Tanger,5,281.796,4.0,1679878,17.7
Tanger,5,222.18,3.0,1128816,17.7
Tanger,6,264.776,3.0,1280248,17.7
Tanger,6,274.252,4.0,1344642,17.7
Tanger,3,178.388,2.0,1131365,17.7
Tanger,5,320.528,3.0,1416689,17.7
Tanger,5,293.112,4.0,1592485,17.7
Tanger,2,110.768,2.0,912604,17.7
Tanger,4,161.09199999999998,3.0,807693,17.7
Tanger,3,203.87199999999999,2.0,1051166,17.7
Tanger,2,100.004,2.0,531804,17.7
Tanger,5,272.412,3.0,1251794,17.7
Tanger,3,143.244,3.0,860703,17.7
Tanger,1,80.224,2.0,696502,17.7
Tanger,6,309.396,3.0,1448985,17.7
Tanger,6,289.616,3.0,1557427,17.7
Tanger,3,205.804,2.0,989746,17.7
Tanger,2,118.67999999999999,1.0,909089,17.7
Tanger,5,236.9,4.0,1386538,17.7
Tanger,4,130.64,1.0,697459,17.7
Tanger,2,90.896,1.0,563419,17.7
Tanger,4,141.772,2.0,905950,17.7
Tanger,6,280.876,3.0,1771291,17.7
Tanger,4,192.648,2.0,1066404,17.7
Tanger,4,181.332,2.0,1113825,17.7
Tanger,4,184.736,3.0,1167308,17.7
Tanger,5,256.036,4.0,1448702,17.7
Tanger,5,305.716,3.0,1636103,17.7
Tanger,6,234.968,3.0,1263565,17.7
Tanger,3,127.88,2.0,904515,17.7
Tanger,3,207.46,3.0,1001043,17.7
Tanger,5,252.724,3.0,1259258,17.7
Tanger,4,182.436,2.0,1067693,17.7
Tanger,3,198.168,3.0,1003239,17.7
Tanger,6,294.4,4.0,1775408,17.7
Tanger,3,154.008,3.0,744694,17.7
Tanger,3,202.85999999999999,2.0,1052076,17.7
Kentitra,6,250.884,4.0,1334533,10.35
Kentitra,5,235.796,4.0,1296440,10.35
Kentitra,2,102.396,2.0,930035,10.35
Kentitra,2,109.664,2.0,888477,10.35
Kentitra,2,104.972,1.0,867246,10.35
Kentitra,3,156.032,3.0,796163,10.35
Kentitra,6,302.68,3.0,1827050,10.35
Kentitra,5,226.04399999999998,4.0,1188124,10.35
Kentitra,5,228.06799999999998,4.0,1248177,10.35
Kentitra,6,246.928,4.0,1162265,10.35
Kentitra,5,321.448,4.0,1615655,10.35
Kentitra,3,152.444,2.0,828615,10.35
Kentitra,4,174.064,3.0,1086563,10.35
Kentitra,1,86.94,2.0,638294,10.35
Kentitra,3,170.292,3.0,974446,10.35
Kentitra,2,99.91199999999999,2.0,422221,10.35
Kentitra,5,296.24,3.0,1403293,10.35
Kentitra,3,220.708,2.0,1090816,10.35
Kentitra,3,207.46,2.0,1185282,10.35
Kentitra,6,245.82399999999998,3.0,1414545,10.35
Kentitra,6,306.728,4.0,1804465,10.35
Kentitra,3,154.284,2.0,856751,10.35
Kentitra,3,187.588,3.0,1169936,10.35
Kentitra,1,103.868,1.0,785160,10.35
Kentitra,4,170.844,3.0,929731,10.35
Kentitra,6,302.956,4.0,1692219,10.35
Kentitra,6,276.18399999999997,4.0,1769118,10.35
Kentitra,5,230.0,4.0,1244004,10.35
Kentitra,4,184.46,3.0,1130823,10.35
Kentitra,5,239.016,4.0,1111010,10.35
Kentitra,3,129.536,2.0,888401,10.35
Kentitra,4,181.332,3.0,1046907,10.35
Kentitra,4,173.42,2.0,1118070,10.35
Kentitra,1,93.748,1.0,633045,10.35
Kentitra,5,270.02,3.0,1355413,10.35
Kentitra,5,282.348,3.0,1441646,10.35
Kentitra,2,85.744,1.0,413158,10.35
Kentitra,1,98.89999999999999,1.0,673919,10.35
Kentitra,6,288.604,3.0,1832638,10.35
Kentitra,3,168.82,3.0,987765,10.35
Kentitra,6,297.712,3.0,1755146,10.35
Kentitra,5,316.11199999999997,4.0,1634798,10.35
Kentitra,6,290.812,4.0,1474399,10.35
Kentitra,5,289.064,4.0,1516482,10.35
Kentitra,5,297.15999999999997,4.0,1534455,10.35
Kentitra,4,138.0,1.0,935756,10.35
Kentitra,3,120.336,1.0,766129,10.35
Kentitra,3,137.448,2.0,767040,10.35
Kentitra,5,304.428,4.0,1479319,10.35
Kentitra,4,165.968,3.0,928437,10.35
Kentitra,4,156.952,2.0,707343,10.35
Kentitra,5,285.936,3.0,1794640,10.35
Kentitra,5,234.32399999999998,3.0,1254913,10.35
Kentitra,3,157.228,3.0,798107,10.35
Kentitra,4,162.38,3.0,890591,10.35
Kentitra,3,195.224,2.0,1058424,10.35
Kentitra,6,245.18,3.0,1282724,10.35
Kentitra,5,276.276,4.0,1870659,10.35
Kentitra,4,170.66,2.0,988412,10.35
Kentitra,4,187.22,2.0,1108513,10.35
Kentitra,3,185.564,2.0,1004669,10.35
Kentitra,5,284.372,4.0,1619079,10.35
Kentitra,3,149.224,3.0,927485,10.35
Kentitra,4,196.144,3.0,1019862,10.35
Kentitra,5,254.472,3.0,1287746,10.35
Kentitra,6,237.728,3.0,1444494,10.35
Kentitra,2,69.0,2.0,574769,10.35
Kentitra,1,109.664,1.0,858924,10.35
Kentitra,3,124.292,1.0,902383,10.35
Kentitra,5,271.308,4.0,1287910,10.35
Kentitra,1,112.7,2.0,760388,10.35
Kentitra,5,278.852,3.0,1698969,10.35
Kentitra,5,230.736,3.0,1284782,10.35
Kentitra,4,199.18,2.0,1056666,10.35
Kentitra,3,153.916,2.0,880707,10.35
Kentitra,5,304.52,3.0,1633779,10.35
Kentitra,4,193.2,3.0,1094029,10.35
Kentitra,6,291.64,3.0,1615799,10.35
Kentitra,4,140.024,3.0,683824,10.35
Kentitra,1,75.348,2.0,616546,10.35
Kentitra,2,110.124,2.0,940286,10.35
Kentitra,5,311.328,3.0,1768240,10.35
Kentitra,6,231.564,4.0,1314999,10.35
Kentitra,6,319.792,3.0,1495296,10.35
Kentitra,3,124.01599999999999,2.0,742151,10.35
Kentitra,3,195.868,2.0,990527,10.35
Kentitra,4,202.676,2.0,1032622,10.35
Kentitra,3,157.136,2.0,932981,10.35
Kentitra,5,271.952,3.0,1396975,10.35
Kentitra,2,83.628,1.0,486103,10.35
Kentitra,4,146.556,3.0,777440,10.35
Kentitra,2,93.748,2.0,696433,10.35
Kentitra,5,226.964,3.0,1418736,10.35
Kentitra,4,141.588,2.0,715343,10.35
Kentitra,4,193.936,3.0,970948,10.35
Kentitra,1,109.204,1.0,868711,10.35
Kentitra,1,98.348,2.0,631545,10.35
Kentitra,6,247.296,4.0,1278588,10.35
Kentitra,2,103.408,1.0,893945,10.35
Kentitra,5,232.76,3.0,1141095,10.35
Ifran,4,157.596,2.0,741221,10.35
Ifran,4,194.948,2.0,1084998,10.35
Ifran,4,208.564,2.0,995866,10.35
Ifran,3,155.48,2.0,804787,10.35
Ifran,1,88.964,1.0,646230,10.35
Ifran,5,273.884,4.0,1176698,10.35
Ifran,5,303.324,4.0,1830459,10.35
Ifran,4,124.384,1.0,826400,10.35
Ifran,6,265.69599999999997,4.0,1183314,10.35
Ifran,6,300.38,4.0,1846389,10.35
Ifran,3,152.72,2.0,902592,10.35
Ifran,3,154.192,2.0,869552,10.35
Ifran,6,281.888,3.0,1700948,10.35
Ifran,5,314.088,4.0,1741130,10.35
Ifran,4,123.096,2.0,709937,10.35
Ifran,3,154.008,2.0,853076,10.35
Ifran,6,290.444,3.0,1813667,10.35
Ifran,6,309.67199999999997,4.0,1750793,10.35
Ifran,2,97.06,1.0,464887,10.35
Ifran,1,107.17999999999999,1.0,693912,10.35
Ifran,6,264.224,3.0,1216653,10.35
Ifran,6,273.884,3.0,1287302,10.35
Ifran,6,258.888,4.0,1333770,10.35
Ifran,4,208.84,2.0,1180159,10.35
Ifran,4,131.83599999999998,1.0,813416,10.35
Ifran,4,167.532,3.0,1115105,10.35
Ifran,4,164.128,2.0,943119,10.35
Ifran,4,122.91199999999999,2.0,943736,10.35
Ifran,5,252.448,3.0,1213307,10.35
Ifran,4,177.468,3.0,1003097,10.35
Ifran,3,196.512,3.0,975713,10.35
Ifran,4,144.808,3.0,747164,10.35
Ifran,4,191.728,2.0,1088150,10.35
Ifran,5,253.644,4.0,1221675,10.35
Ifran,4,168.82,2.0,1017230,10.35
Ifran,4,179.032,2.0,1092290,10.35
Ifran,2,71.66799999999999,1.0,594562,10.35
Ifran,4,191.636,3.0,1096298,10.35
Ifran,4,179.492,2.0,928696,10.35
Ifran,6,238.74,3.0,1313571,10.35
Ifran,3,217.856,3.0,1110248,10.35
Ifran,2,91.632,2.0,611396,10.35
Ifran,1,105.984,1.0,699221,10.35
Ifran,2,86.572,2.0,528029,10.35
Ifran,6,284.188,4.0,1794959,10.35
Ifran,6,280.324,3.0,1630492,10.35
Ifran,3,191.268,3.0,1092675,10.35
Ifran,5,288.788,4.0,1781258,10.35
Ifran,6,248.308,3.0,1427865,10.35
Ifran,6,231.38,4.0,1424864,10.35
Safi,5,227.516,4.0,1242141,10.35
Safi,1,110.676,2.0,737489,10.35
Safi,6,282.164,4.0,1742652,10.35
Safi,6,258.06,3.0,1382234,10.35
Safi,3,213.072,3.0,939052,10.35
Safi,4,141.036,2.0,743966,10.35
Safi,1,91.448,1.0,574115,10.35
Safi,4,203.964,2.0,1164692,10.35
Safi,3,166.428,3.0,1037563,10.35
Safi,5,256.21999999999997,4.0,1249487,10.35
Safi,4,168.268,2.0,1175444,10.35
Safi,6,237.176,3.0,1184556,10.35
Safi,3,165.232,2.0,684968,10.35
Safi,5,255.484,3.0,1133959,10.35
Safi,4,186.024,2.0,937502,10.35
Safi,6,225.124,3.0,1392406,10.35
Safi,5,289.156,3.0,1431177,10.35
Safi,3,175.996,3.0,1193830,10.35
Safi,4,196.328,2.0,924624,10.35
Safi,4,150.60399999999998,3.0,784350,10.35
Safi,1,86.112,1.0,678141,10.35
Safi,6,291.272,3.0,1711532,10.35
Safi,4,195.408,2.0,952662,10.35
Safi,3,205.436,2.0,925966,10.35
Safi,1,83.812,2.0,638373,10.35
Safi,5,277.38,3.0,1524694,10.35
Safi,4,185.656,2.0,920176,10.35
Safi,5,302.496,3.0,1570618,10.35
Safi,5,230.644,3.0,1300585,10.35
Safi,3,137.07999999999998,1.0,771897,10.35
Safi,4,134.87199999999999,1.0,705515,10.35
Safi,5,276.552,3.0,1403551,10.35
Safi,5,228.436,4.0,1432994,10.35
Safi,2,115.736,2.0,897296,10.35
Safi,3,121.716,1.0,690665,10.35
Safi,6,300.932,4.0,1409529,10.35
