city,neighborhood,apartment_price_sqm,villa_price_sqm,ipai_apartment,ipai_villa,size_sqm,bedrooms,bathrooms,property_age,floor_level,has_parking,has_garden,has_pool,total_apartment_price,total_villa_price
marrakech,Ménara,9137.0,10249.0,114.43,112.93,180,3,1,19,1,False,False,False,1644660.0,1844820.0
marrakech,Harbil,7720.0,5547.0,114.43,112.93,118,3,1,5,1,False,False,False,910960.0,654546.0
marrakech,Tassoultante,6872.0,10779.0,114.43,112.93,139,1,1,4,3,False,False,False,955208.0,1498281.0
marrakech,Saada,6130.0,8228.0,114.43,112.93,113,3,2,14,0,False,False,False,692690.0,929764.0
marrakech,Hivernage,17464.0,11090.0,115.6,114.1,102,3,1,12,7,True,False,False,1781328.0,1131180.0
marrakech,Tassoultante,14340.0,9986.0,114.43,112.93,106,2,1,4,8,False,False,True,1520040.0,1058516.0
marrakech,Agdal,13853.0,,114.43,112.93,182,3,2,12,4,False,False,False,2521246.0,
marrakech,Masmoudi,13136.0,8341.0,114.43,112.93,105,1,2,8,2,False,False,False,1379280.0,875805.0
marrakech,Guéliz,12620.0,16539.0,114.43,112.93,162,1,1,22,4,False,True,False,2044440.0,2679318.0
marrakech,Camp Al Ghoul,11982.0,13468.0,114.43,112.93,152,3,2,17,6,False,False,False,1821264.0,2047136.0
marrakech,Oliva,11323.0,,114.43,112.93,149,2,2,18,8,False,True,False,1687127.0,
marrakech,Sidi Bou Amar,11245.0,,114.43,112.93,196,1,1,8,1,True,False,False,2204020.0,
marrakech,Majorelle,11224.0,,114.43,112.93,143,3,2,28,3,True,False,False,1605032.0,
marrakech,Samlalia,10854.0,12630.0,114.43,112.93,67,2,1,8,6,True,False,False,727218.0,846210.0
marrakech,Méchouar-Kasba,14666.0,8101.0,114.43,112.93,163,3,1,7,2,False,False,False,2390558.0,1320463.0
marrakech,Ouahat Sidi Brahim,11247.0,,114.43,112.93,58,3,2,28,6,True,False,False,652326.0,
marrakech,Gueliz,10508.0,10862.0,114.8,113.2,68,2,2,22,4,False,False,False,714544.0,738616.0
marrakech,Marrakech-Médina,9573.0,,114.43,112.93,55,3,1,8,2,True,False,False,526515.0,
marrakech,Alouidane,9484.0,14259.0,114.43,112.93,82,1,2,23,6,True,False,False,777688.0,1169238.0
marrakech,Annakhil,9182.0,8038.0,114.43,112.93,53,1,2,20,7,False,False,True,486646.0,426014.0
marrakech,Ménara,9137.0,10249.0,114.43,112.93,191,3,1,9,9,False,False,False,1745167.0,1957559.0
marrakech,Harbil,7720.0,5547.0,114.43,112.93,136,2,1,1,1,False,True,False,1049920.0,754392.0
marrakech,Tassoultante,6872.0,10779.0,114.43,112.93,177,3,1,29,4,False,False,False,1216344.0,1907883.0
marrakech,Saada,6130.0,8228.0,114.43,112.93,52,1,2,5,6,False,True,False,318760.0,427856.0
marrakech,Hivernage,17464.0,11090.0,115.6,114.1,138,2,2,2,2,False,True,False,2410032.0,1530420.0
marrakech,Tassoultante,14340.0,9986.0,114.43,112.93,121,1,1,21,0,False,False,False,1735140.0,1208306.0
marrakech,Agdal,13853.0,,114.43,112.93,100,1,1,25,6,False,False,False,1385300.0,
marrakech,Masmoudi,13136.0,8341.0,114.43,112.93,156,3,1,8,4,False,True,False,2049216.0,1301196.0
marrakech,Guéliz,12620.0,16539.0,114.43,112.93,89,1,1,17,5,False,False,False,1123180.0,1471971.0
marrakech,Camp Al Ghoul,11982.0,13468.0,114.43,112.93,78,2,2,10,8,False,False,False,934596.0,1050504.0
marrakech,Oliva,11323.0,,114.43,112.93,125,2,2,1,1,False,False,False,1415375.0,
marrakech,Sidi Bou Amar,11245.0,,114.43,112.93,184,1,1,15,9,False,False,False,2069080.0,
marrakech,Majorelle,11224.0,,114.43,112.93,179,2,1,26,6,False,False,False,2009096.0,
marrakech,Samlalia,10854.0,12630.0,114.43,112.93,103,1,1,25,3,False,False,False,1117962.0,1300890.0
marrakech,Méchouar-Kasba,14666.0,8101.0,114.43,112.93,104,2,1,15,1,True,False,False,1525264.0,842504.0
marrakech,Ouahat Sidi Brahim,11247.0,,114.43,112.93,108,1,1,14,9,False,False,False,1214676.0,
marrakech,Gueliz,10508.0,10862.0,114.8,113.2,112,2,1,5,3,False,False,False,1176896.0,1216544.0
marrakech,Marrakech-Médina,9573.0,,114.43,112.93,164,2,2,2,1,False,False,True,1569972.0,
marrakech,Alouidane,9484.0,14259.0,114.43,112.93,74,1,2,20,5,True,False,False,701816.0,1055166.0
marrakech,Annakhil,9182.0,8038.0,114.43,112.93,139,2,2,11,7,False,False,False,1276298.0,1117282.0
marrakech,Ménara,9137.0,10249.0,114.43,112.93,177,2,2,19,6,False,False,True,1617249.0,1814073.0
marrakech,Harbil,7720.0,5547.0,114.43,112.93,184,2,1,3,3,False,False,False,1420480.0,1020648.0
marrakech,Tassoultante,6872.0,10779.0,114.43,112.93,180,3,1,10,3,False,False,False,1236960.0,1940220.0
marrakech,Saada,6130.0,8228.0,114.43,112.93,79,1,1,5,8,False,False,False,484270.0,650012.0
marrakech,Hivernage,17464.0,11090.0,115.6,114.1,67,1,2,28,5,False,False,False,1170088.0,743030.0
marrakech,Tassoultante,14340.0,9986.0,114.43,112.93,75,1,1,21,1,False,False,False,1075500.0,748950.0
marrakech,Agdal,13853.0,,114.43,112.93,167,1,2,20,2,False,False,False,2313451.0,
marrakech,Masmoudi,13136.0,8341.0,114.43,112.93,86,3,1,26,9,True,True,False,1129696.0,717326.0
marrakech,Guéliz,12620.0,16539.0,114.43,112.93,110,3,1,21,7,False,False,False,1388200.0,1819290.0
marrakech,Camp Al Ghoul,11982.0,13468.0,114.43,112.93,118,2,2,22,1,False,False,False,1413876.0,1589224.0
marrakech,Oliva,11323.0,,114.43,112.93,99,1,2,8,8,False,False,False,1120977.0,
marrakech,Sidi Bou Amar,11245.0,,114.43,112.93,160,3,2,28,5,True,False,False,1799200.0,
marrakech,Majorelle,11224.0,,114.43,112.93,146,1,1,23,3,False,False,False,1638704.0,
marrakech,Samlalia,10854.0,12630.0,114.43,112.93,63,3,2,2,2,False,False,False,683802.0,795690.0
marrakech,Méchouar-Kasba,14666.0,8101.0,114.43,112.93,175,2,2,12,6,True,False,False,2566550.0,1417675.0
marrakech,Ouahat Sidi Brahim,11247.0,,114.43,112.93,152,2,1,13,3,False,True,False,1709544.0,
marrakech,Gueliz,10508.0,10862.0,114.8,113.2,81,1,1,14,4,True,False,False,851148.0,879822.0
marrakech,Marrakech-Médina,9573.0,,114.43,112.93,120,3,2,9,7,False,False,False,1148760.0,
marrakech,Alouidane,9484.0,14259.0,114.43,112.93,179,2,1,7,2,False,False,False,1697636.0,2552361.0
marrakech,Annakhil,9182.0,8038.0,114.43,112.93,125,3,2,4,5,False,False,False,1147750.0,1004750.0
marrakech,Ménara,9137.0,10249.0,114.43,112.93,122,2,1,6,0,False,False,False,1114714.0,1250378.0
marrakech,Harbil,7720.0,5547.0,114.43,112.93,70,2,1,19,3,False,False,False,540400.0,388290.0
marrakech,Tassoultante,6872.0,10779.0,114.43,112.93,146,3,2,7,6,False,False,False,1003312.0,1573734.0
marrakech,Saada,6130.0,8228.0,114.43,112.93,197,3,1,27,8,True,False,True,1207610.0,1620916.0
marrakech,Méchouar-Kasba,14666.0,8101.0,114.43,112.93,79,1,1,25,3,False,True,False,1158614.0,639979.0
marrakech,Ouahat Sidi Brahim,11247.0,,114.43,112.93,125,3,1,13,5,False,False,False,1405875.0,
marrakech,Gueliz,10508.0,10862.0,114.8,113.2,94,3,1,3,3,False,False,False,987752.0,1021028.0
marrakech,Marrakech-Médina,9573.0,,114.43,112.93,176,1,2,26,3,True,False,False,1684848.0,
marrakech,Alouidane,9484.0,14259.0,114.43,112.93,119,2,2,18,2,False,False,False,1128596.0,1696821.0
marrakech,Annakhil,9182.0,8038.0,114.43,112.93,171,2,2,8,9,False,True,True,1570122.0,1374498.0
marrakech,Ménara,9137.0,10249.0,114.43,112.93,152,3,2,27,9,False,False,False,1388824.0,1557848.0
marrakech,Harbil,7720.0,5547.0,114.43,112.93,115,3,2,11,3,False,False,False,887800.0,637905.0
marrakech,Tassoultante,6872.0,10779.0,114.43,112.93,184,3,1,1,2,False,False,False,1264448.0,1983336.0
marrakech,Saada,6130.0,8228.0,114.43,112.93,157,1,2,4,2,True,True,False,962410.0,1291796.0
marrakech,Hivernage,17464.0,11090.0,115.6,114.1,183,1,1,26,6,False,True,False,3195912.0,2029470.0
marrakech,Tassoultante,14340.0,9986.0,114.43,112.93,146,3,1,3,8,True,False,False,2093640.0,1457956.0
marrakech,Agdal,13853.0,,114.43,112.93,72,1,2,11,3,False,False,False,997416.0,
marrakech,Masmoudi,13136.0,8341.0,114.43,112.93,195,2,2,17,2,False,False,False,2561520.0,1626495.0
marrakech,Guéliz,12620.0,16539.0,114.43,112.93,106,1,1,3,9,False,False,False,1337720.0,1753134.0
marrakech,Camp Al Ghoul,11982.0,13468.0,114.43,112.93,107,2,2,7,9,False,False,False,1282074.0,1441076.0
marrakech,Oliva,11323.0,,114.43,112.93,174,1,2,2,9,True,False,False,1970202.0,
marrakech,Sidi Bou Amar,11245.0,,114.43,112.93,195,3,2,28,0,False,False,False,2192775.0,
marrakech,Majorelle,11224.0,,114.43,112.93,188,2,2,3,7,False,True,False,2110112.0,
marrakech,Samlalia,10854.0,12630.0,114.43,112.93,159,1,1,8,0,False,False,False,1725786.0,2008170.0
marrakech,Hivernage,17464.0,11090.0,115.6,114.1,193,3,1,2,8,False,False,False,3370552.0,2140370.0
marrakech,Tassoultante,14340.0,9986.0,114.43,112.93,89,1,2,2,1,False,True,False,1276260.0,888754.0
marrakech,Agdal,13853.0,,114.43,112.93,148,3,1,17,1,False,False,False,2050244.0,
marrakech,Masmoudi,13136.0,8341.0,114.43,112.93,199,3,1,15,0,False,False,False,2614064.0,1659859.0
marrakech,Guéliz,12620.0,16539.0,114.43,112.93,137,3,2,29,1,False,False,False,1728940.0,2265843.0
marrakech,Camp Al Ghoul,11982.0,13468.0,114.43,112.93,107,2,1,4,0,False,False,False,1282074.0,1441076.0
marrakech,Oliva,11323.0,,114.43,112.93,81,2,2,3,0,False,False,False,917163.0,
marrakech,Sidi Bou Amar,11245.0,,114.43,112.93,140,3,2,4,2,False,False,False,1574300.0,
marrakech,Majorelle,11224.0,,114.43,112.93,191,2,1,6,7,False,False,False,2143784.0,
marrakech,Samlalia,10854.0,12630.0,114.43,112.93,199,2,1,15,0,False,False,False,2159946.0,2513370.0
agadir,Aourir,10042.0,7167.0,107.4,106.2,130,3,1,3,1,False,False,False,1305460.0,931710.0
agadir,Tamri,10009.0,13598.0,107.4,106.2,196,3,1,0,9,False,False,False,1961764.0,2665208.0
agadir,Taghazout,8325.0,,107.4,106.2,174,3,2,1,6,False,False,False,1448550.0,
agadir,Drargua,7059.0,8592.0,107.4,106.2,69,3,2,10,3,False,False,False,487071.0,592848.0
agadir,Agadir,6857.0,10538.0,107.4,106.2,180,2,1,23,3,True,True,False,1234260.0,1896840.0
agadir,Aqesri,5754.0,,107.4,106.2,198,3,2,10,0,False,False,False,1139292.0,
agadir,Imsouane,,10237.0,107.4,106.2,426,3,4,15,0,True,True,False,,4360962.0
agadir,Secteur Touristique,20906.0,,107.4,106.2,71,3,2,20,8,False,False,False,1484326.0,
agadir,Founti,18640.0,16219.0,107.4,106.2,67,1,2,22,9,False,True,False,1248880.0,1086673.0
agadir,Talborjt,12691.0,7182.0,107.4,106.2,92,2,1,5,3,False,False,False,1167572.0,660744.0
agadir,Ville Nouvelle,12539.0,,107.4,106.2,119,3,2,29,8,False,True,False,1492141.0,
agadir,Guéliz,12523.0,,107.4,106.2,173,2,2,10,8,False,False,False,2166479.0,
agadir,Haut Founty,11311.0,13645.0,107.4,106.2,151,3,1,5,0,True,False,False,1707961.0,2060395.0
agadir,Hay Massira,11151.0,,107.4,106.2,148,1,2,17,8,False,False,False,1650348.0,
agadir,Haut Anza,10647.0,,107.4,106.2,137,3,2,28,6,False,False,False,1458639.0,
agadir,Taddart,10529.0,11734.0,107.4,106.2,90,1,2,29,7,True,False,False,947610.0,1056060.0
agadir,Hay Najah,10387.0,10933.0,107.4,106.2,102,1,2,8,5,False,False,False,1059474.0,1115166.0
agadir,Aourir,10042.0,7167.0,107.4,106.2,63,1,2,27,0,False,False,True,632646.0,451521.0
agadir,Tamri,10009.0,13598.0,107.4,106.2,142,1,2,19,9,True,False,False,1421278.0,1930916.0
agadir,Taghazout,8325.0,,107.4,106.2,74,1,2,28,5,False,False,False,616050.0,
agadir,Drargua,7059.0,8592.0,107.4,106.2,193,3,1,20,8,True,False,False,1362387.0,1658256.0
agadir,Agadir,6857.0,10538.0,107.4,106.2,168,3,2,10,8,False,False,False,1151976.0,1770384.0
agadir,Aqesri,5754.0,,107.4,106.2,110,2,1,5,9,False,False,False,632940.0,
agadir,Imsouane,,10237.0,107.4,106.2,456,4,3,23,0,True,True,False,,4668072.0
agadir,Secteur Touristique,20906.0,,107.4,106.2,102,3,1,10,2,False,False,False,2132412.0,
agadir,Founti,18640.0,16219.0,107.4,106.2,132,2,1,14,2,False,False,False,2460480.0,2140908.0
agadir,Talborjt,12691.0,7182.0,107.4,106.2,97,1,2,0,5,False,False,False,1231027.0,696654.0
agadir,Ville Nouvelle,12539.0,,107.4,106.2,79,3,1,11,5,False,True,False,990581.0,
agadir,Guéliz,12523.0,,107.4,106.2,157,2,2,22,4,True,False,False,1966111.0,
agadir,Haut Founty,11311.0,13645.0,107.4,106.2,167,1,2,2,4,False,False,False,1888937.0,2278715.0
agadir,Hay Massira,11151.0,,107.4,106.2,103,1,2,10,9,False,False,False,1148553.0,
agadir,Haut Anza,10647.0,,107.4,106.2,101,1,1,22,6,False,False,False,1075347.0,
agadir,Taddart,10529.0,11734.0,107.4,106.2,100,2,1,28,2,False,False,False,1052900.0,1173400.0
agadir,Hay Najah,10387.0,10933.0,107.4,106.2,89,2,2,7,1,True,False,False,924443.0,973037.0
agadir,Aourir,10042.0,7167.0,107.4,106.2,199,1,1,19,4,False,False,False,1998358.0,1426233.0
agadir,Tamri,10009.0,13598.0,107.4,106.2,82,1,2,7,3,False,False,False,820738.0,1115036.0
agadir,Taghazout,8325.0,,107.4,106.2,69,3,2,4,5,False,False,False,574425.0,
agadir,Drargua,7059.0,8592.0,107.4,106.2,109,3,2,23,1,False,False,False,769431.0,936528.0
agadir,Agadir,6857.0,10538.0,107.4,106.2,71,1,2,8,8,True,False,False,486847.0,748198.0
agadir,Aqesri,5754.0,,107.4,106.2,51,1,1,14,0,False,False,False,293454.0,
agadir,Imsouane,,10237.0,107.4,106.2,397,6,2,20,0,True,True,False,,4064089.0
agadir,Secteur Touristique,20906.0,,107.4,106.2,79,2,1,17,4,False,False,False,1651574.0,
agadir,Founti,18640.0,16219.0,107.4,106.2,51,3,1,1,8,False,False,False,950640.0,827169.0
agadir,Talborjt,12691.0,7182.0,107.4,106.2,126,3,2,12,3,False,False,False,1599066.0,904932.0
agadir,Ville Nouvelle,12539.0,,107.4,106.2,170,1,2,2,8,False,True,False,2131630.0,
agadir,Guéliz,12523.0,,107.4,106.2,76,1,1,5,9,True,False,False,951748.0,
agadir,Haut Founty,11311.0,13645.0,107.4,106.2,185,3,2,9,2,False,False,False,2092535.0,2524325.0
agadir,Hay Massira,11151.0,,107.4,106.2,117,2,2,23,4,False,False,True,1304667.0,
agadir,Haut Anza,10647.0,,107.4,106.2,128,2,2,13,0,False,False,False,1362816.0,
agadir,Taddart,10529.0,11734.0,107.4,106.2,63,1,1,5,7,False,True,False,663327.0,739242.0
agadir,Hay Najah,10387.0,10933.0,107.4,106.2,98,1,1,12,1,False,False,False,1017926.0,1071434.0
agadir,Aourir,10042.0,7167.0,107.4,106.2,144,2,2,27,6,False,False,False,1446048.0,1032048.0
agadir,Tamri,10009.0,13598.0,107.4,106.2,73,3,2,25,9,False,False,False,730657.0,992654.0
agadir,Taghazout,8325.0,,107.4,106.2,83,2,1,9,4,True,False,False,690975.0,
agadir,Drargua,7059.0,8592.0,107.4,106.2,145,3,2,13,3,False,False,False,1023555.0,1245840.0
agadir,Agadir,6857.0,10538.0,107.4,106.2,176,1,1,11,2,False,False,False,1206832.0,1854688.0
agadir,Aqesri,5754.0,,107.4,106.2,76,3,1,28,9,False,False,False,437304.0,
agadir,Imsouane,,10237.0,107.4,106.2,339,3,4,28,0,True,True,False,,3470343.0
agadir,Aourir,10042.0,7167.0,107.4,106.2,101,2,2,19,7,False,False,False,1014242.0,723867.0
agadir,Tamri,10009.0,13598.0,107.4,106.2,151,1,2,27,6,True,False,False,1511359.0,2053298.0
agadir,Taghazout,8325.0,,107.4,106.2,115,2,1,15,0,False,False,False,957375.0,
agadir,Drargua,7059.0,8592.0,107.4,106.2,153,2,2,10,8,False,False,False,1080027.0,1314576.0
agadir,Agadir,6857.0,10538.0,107.4,106.2,123,2,1,16,2,False,False,False,843411.0,1296174.0
agadir,Aqesri,5754.0,,107.4,106.2,159,3,2,27,4,False,False,False,914886.0,
agadir,Imsouane,,10237.0,107.4,106.2,192,3,4,23,0,False,True,True,,1965504.0
agadir,Secteur Touristique,20906.0,,107.4,106.2,138,1,1,5,0,False,False,False,2885028.0,
agadir,Founti,18640.0,16219.0,107.4,106.2,138,2,2,18,4,False,False,False,2572320.0,2238222.0
agadir,Talborjt,12691.0,7182.0,107.4,106.2,132,3,2,9,7,False,False,False,1675212.0,948024.0
agadir,Ville Nouvelle,12539.0,,107.4,106.2,124,3,2,8,5,False,False,False,1554836.0,
agadir,Guéliz,12523.0,,107.4,106.2,146,3,1,5,4,False,False,False,1828358.0,
agadir,Haut Founty,11311.0,13645.0,107.4,106.2,108,1,2,4,9,False,False,False,1221588.0,1473660.0
agadir,Hay Massira,11151.0,,107.4,106.2,145,1,1,0,2,False,False,False,1616895.0,
agadir,Haut Anza,10647.0,,107.4,106.2,88,1,1,28,1,False,False,False,936936.0,
agadir,Taddart,10529.0,11734.0,107.4,106.2,196,1,2,14,1,True,True,False,2063684.0,2299864.0
agadir,Hay Najah,10387.0,10933.0,107.4,106.2,74,3,1,3,6,False,False,False,768638.0,809042.0
agadir,Secteur Touristique,20906.0,,107.4,106.2,65,1,1,0,6,False,False,False,1358890.0,
agadir,Founti,18640.0,16219.0,107.4,106.2,161,1,2,3,1,False,False,False,3001040.0,2611259.0
agadir,Talborjt,12691.0,7182.0,107.4,106.2,160,2,1,0,5,True,False,False,2030560.0,1149120.0
agadir,Ville Nouvelle,12539.0,,107.4,106.2,100,1,1,27,1,False,False,False,1253900.0,
agadir,Guéliz,12523.0,,107.4,106.2,185,2,1,12,5,True,False,False,2316755.0,
agadir,Haut Founty,11311.0,13645.0,107.4,106.2,110,3,1,25,0,True,False,False,1244210.0,1500950.0
agadir,Hay Massira,11151.0,,107.4,106.2,170,2,1,19,5,False,False,False,1895670.0,
agadir,Haut Anza,10647.0,,107.4,106.2,176,1,1,3,4,True,False,False,1873872.0,
agadir,Taddart,10529.0,11734.0,107.4,106.2,91,1,2,2,5,False,False,False,958139.0,1067794.0
agadir,Hay Najah,10387.0,10933.0,107.4,106.2,154,2,2,14,5,False,False,False,1599598.0,1683682.0
tanger,Charf-Mghogha,10676.0,8476.0,112.67,111.27,84,3,1,0,4,False,False,False,896784.0,711984.0
tanger,Charf-Souani,8536.0,,112.67,111.27,175,1,1,16,9,True,False,False,1493800.0,
tanger,Assilah,8042.0,,112.67,111.27,120,3,1,9,5,False,False,False,965040.0,
tanger,Aquouass Briech,7995.0,,112.67,111.27,178,3,2,22,8,True,True,False,1423110.0,
tanger,Tanger-Médina,7989.0,12850.0,112.67,111.27,113,2,2,2,3,False,False,False,902757.0,1452050.0
tanger,HJAR ENNHAL,6714.0,13274.0,112.67,111.27,134,3,1,4,5,False,False,False,899676.0,1778716.0
tanger,Bni Makada,6692.0,,112.67,111.27,88,1,2,27,8,False,False,False,588896.0,
tanger,Casabarata,17104.0,13392.0,112.67,111.27,71,3,2,3,3,False,False,False,1214384.0,950832.0
tanger,Mghogha,14530.0,,112.67,111.27,152,3,1,27,7,True,False,False,2208560.0,
tanger,Quartier de la plage,13844.0,,112.67,111.27,102,1,1,3,1,True,False,False,1412088.0,
tanger,Malabata,13305.0,,113.5,112.1,168,2,1,1,6,True,False,False,2235240.0,
tanger,Boulevard Mohammed V,13301.0,,112.67,111.27,77,3,1,26,6,False,False,False,1024177.0,
tanger,Iberie,13187.0,,112.67,111.27,150,3,1,17,2,False,False,False,1978050.0,
tanger,Castilla,11652.0,7616.0,112.67,111.27,103,3,1,29,4,True,False,False,1200156.0,784448.0
tanger,Sania,11375.0,,112.67,111.27,51,2,1,15,9,False,False,False,580125.0,
tanger,Administratif,11136.0,,112.67,111.27,70,3,1,23,9,False,False,False,779520.0,
tanger,Rmilat,10991.0,22251.0,112.67,111.27,170,2,1,28,1,True,False,False,1868470.0,3782670.0
tanger,Charf-Mghogha,10676.0,8476.0,112.67,111.27,192,3,2,24,1,False,False,False,2049792.0,1627392.0
tanger,Charf-Souani,8536.0,,112.67,111.27,105,2,1,3,3,False,False,False,896280.0,
tanger,Assilah,8042.0,,112.67,111.27,126,1,2,2,1,True,False,False,1013292.0,
tanger,Aquouass Briech,7995.0,,112.67,111.27,150,1,1,9,4,True,False,False,1199250.0,
tanger,Tanger-Médina,7989.0,12850.0,112.67,111.27,164,3,1,27,1,True,False,False,1310196.0,2107400.0
tanger,HJAR ENNHAL,6714.0,13274.0,112.67,111.27,165,3,1,2,4,False,False,False,1107810.0,2190210.0
tanger,Bni Makada,6692.0,,112.67,111.27,125,2,1,20,4,False,False,False,836500.0,
tanger,Casabarata,17104.0,13392.0,112.67,111.27,126,3,1,1,8,False,True,False,2155104.0,1687392.0
tanger,Mghogha,14530.0,,112.67,111.27,93,3,2,29,4,False,False,False,1351290.0,
tanger,Quartier de la plage,13844.0,,112.67,111.27,78,3,2,18,6,False,False,False,1079832.0,
tanger,Malabata,13305.0,,113.5,112.1,150,1,1,27,7,False,True,False,1995750.0,
tanger,Boulevard Mohammed V,13301.0,,112.67,111.27,79,2,1,12,4,False,False,False,1050779.0,
tanger,Iberie,13187.0,,112.67,111.27,52,1,2,20,8,False,False,False,685724.0,
tanger,Castilla,11652.0,7616.0,112.67,111.27,194,3,2,11,5,True,False,False,2260488.0,1477504.0
tanger,Sania,11375.0,,112.67,111.27,181,3,2,11,4,False,False,False,2058875.0,
tanger,Administratif,11136.0,,112.67,111.27,110,1,2,4,4,False,False,True,1224960.0,
tanger,Rmilat,10991.0,22251.0,112.67,111.27,70,3,1,16,0,False,False,True,769370.0,1557570.0
tanger,Charf-Mghogha,10676.0,8476.0,112.67,111.27,54,2,2,23,4,False,False,False,576504.0,457704.0
tanger,Charf-Souani,8536.0,,112.67,111.27,125,3,2,10,0,False,False,False,1067000.0,
tanger,Assilah,8042.0,,112.67,111.27,134,3,1,2,2,True,False,False,1077628.0,
tanger,Aquouass Briech,7995.0,,112.67,111.27,114,2,2,2,1,False,False,False,911430.0,
tanger,Tanger-Médina,7989.0,12850.0,112.67,111.27,199,2,1,15,1,False,False,False,1589811.0,2557150.0
tanger,HJAR ENNHAL,6714.0,13274.0,112.67,111.27,87,1,2,15,0,False,False,False,584118.0,1154838.0
tanger,Bni Makada,6692.0,,112.67,111.27,101,2,2,24,6,False,False,False,675892.0,
tanger,Casabarata,17104.0,13392.0,112.67,111.27,60,2,1,27,2,False,False,False,1026240.0,803520.0
tanger,Mghogha,14530.0,,112.67,111.27,122,1,1,13,0,False,False,False,1772660.0,
tanger,Quartier de la plage,13844.0,,112.67,111.27,67,3,2,6,5,False,False,False,927548.0,
tanger,Malabata,13305.0,,113.5,112.1,98,3,1,0,3,False,False,False,1303890.0,
tanger,Boulevard Mohammed V,13301.0,,112.67,111.27,162,3,2,28,7,True,False,False,2154762.0,
tanger,Iberie,13187.0,,112.67,111.27,91,2,1,24,7,False,False,True,1200017.0,
tanger,Castilla,11652.0,7616.0,112.67,111.27,130,3,2,3,6,False,False,False,1514760.0,990080.0
tanger,Sania,11375.0,,112.67,111.27,106,1,1,28,8,False,False,False,1205750.0,
tanger,Administratif,11136.0,,112.67,111.27,125,1,1,11,6,False,False,False,1392000.0,
tanger,Rmilat,10991.0,22251.0,112.67,111.27,170,3,1,23,5,False,False,False,1868470.0,3782670.0
tanger,Charf-Mghogha,10676.0,8476.0,112.67,111.27,52,3,2,25,2,True,True,False,555152.0,440752.0
tanger,Charf-Souani,8536.0,,112.67,111.27,81,3,1,11,2,True,True,False,691416.0,
tanger,Assilah,8042.0,,112.67,111.27,106,3,2,11,5,False,False,False,852452.0,
tanger,Aquouass Briech,7995.0,,112.67,111.27,149,1,2,11,1,False,False,False,1191255.0,
tanger,Tanger-Médina,7989.0,12850.0,112.67,111.27,115,2,1,6,2,False,False,False,918735.0,1477750.0
tanger,HJAR ENNHAL,6714.0,13274.0,112.67,111.27,103,2,2,5,5,False,False,False,691542.0,1367222.0
tanger,Bni Makada,6692.0,,112.67,111.27,130,1,1,4,5,False,False,False,869960.0,
tanger,Charf-Mghogha,10676.0,8476.0,112.67,111.27,68,2,1,9,3,False,False,False,725968.0,576368.0
tanger,Charf-Souani,8536.0,,112.67,111.27,196,1,2,7,8,True,False,False,1673056.0,
tanger,Assilah,8042.0,,112.67,111.27,96,1,2,0,3,False,False,False,772032.0,
tanger,Aquouass Briech,7995.0,,112.67,111.27,144,2,2,1,5,False,False,False,1151280.0,
tanger,Tanger-Médina,7989.0,12850.0,112.67,111.27,51,3,2,27,7,False,True,False,407439.0,655350.0
tanger,HJAR ENNHAL,6714.0,13274.0,112.67,111.27,101,2,1,26,0,False,False,False,678114.0,1340674.0
tanger,Bni Makada,6692.0,,112.67,111.27,184,3,2,18,9,False,False,False,1231328.0,
tanger,Casabarata,17104.0,13392.0,112.67,111.27,150,3,2,25,9,False,False,False,2565600.0,2008800.0
tanger,Mghogha,14530.0,,112.67,111.27,94,3,2,7,1,False,False,False,1365820.0,
tanger,Quartier de la plage,13844.0,,112.67,111.27,159,1,1,18,0,False,False,False,2201196.0,
tanger,Malabata,13305.0,,113.5,112.1,147,2,1,9,4,False,False,False,1955835.0,
tanger,Boulevard Mohammed V,13301.0,,112.67,111.27,76,3,2,23,0,False,False,False,1010876.0,
tanger,Iberie,13187.0,,112.67,111.27,150,1,1,15,7,True,False,False,1978050.0,
tanger,Castilla,11652.0,7616.0,112.67,111.27,107,3,2,7,1,False,False,False,1246764.0,814912.0
tanger,Sania,11375.0,,112.67,111.27,124,1,2,23,8,True,False,False,1410500.0,
tanger,Administratif,11136.0,,112.67,111.27,62,2,1,29,0,False,False,False,690432.0,
tanger,Rmilat,10991.0,22251.0,112.67,111.27,103,1,1,22,7,False,False,False,1132073.0,2291853.0
tanger,Casabarata,17104.0,13392.0,112.67,111.27,184,3,1,0,3,False,False,False,3147136.0,2464128.0
tanger,Mghogha,14530.0,,112.67,111.27,136,2,2,16,0,False,False,False,1976080.0,
tanger,Quartier de la plage,13844.0,,112.67,111.27,110,3,1,17,6,False,False,False,1522840.0,
tanger,Malabata,13305.0,,113.5,112.1,106,1,1,6,1,True,False,False,1410330.0,
tanger,Boulevard Mohammed V,13301.0,,112.67,111.27,121,2,2,27,5,False,True,False,1609421.0,
tanger,Iberie,13187.0,,112.67,111.27,152,1,2,26,0,True,False,False,2004424.0,
tanger,Castilla,11652.0,7616.0,112.67,111.27,74,2,1,13,7,False,False,False,862248.0,563584.0
tanger,Sania,11375.0,,112.67,111.27,81,1,1,7,5,False,False,False,921375.0,
tanger,Administratif,11136.0,,112.67,111.27,58,1,2,18,2,True,False,False,645888.0,
tanger,Rmilat,10991.0,22251.0,112.67,111.27,81,3,1,14,8,False,True,False,890271.0,1802331.0
